State,Year,Group_Name,Sub_Group_Name,Property Recovered,Property Stolen,Value of Property Recovered,Value of Property Stolen
Arkansas,2009,Burglary - Property,Burglary,4278,12873,"17,91,93,332.40","1,14,34,21,568.30"
Ohio,2009,Burglary - Property,Burglary,2,58,"1,44,000.00","75,70,195.60"
West Virginia,2009,Burglary - Property,Burglary,41,115,"10,47,684.00","38,60,250.90"
Utah,2009,Burglary - Property,Burglary,202,324,"2,48,75,226.00","3,74,11,742.50"
North Dakota,2009,Burglary - Property,Burglary,5,70,"2,50,080.00","57,36,863.00"
Louisiana,2009,Burglary - Property,Burglary,1050,2496,"2,38,30,968.00","22,17,25,750.40"
Pennsylvania,2009,Burglary - Property,Burglary,47,60,"40,81,734.00","60,95,967.90"
Oregon,2009,Burglary - Property,Burglary,1037,2131,"8,00,61,237.60","21,46,73,365.50"
Vermont,2009,Burglary - Property,Burglary,1687,4269,"13,61,26,814.40","28,33,89,686.80"
Guam,2009,Burglary - Property,Burglary,23,79,"5,69,892.00","51,60,541.10"
Wisconsin,2009,Burglary - Property,Burglary,2723,3588,"11,48,90,370.00","20,66,96,506.50"
Oklahoma,2009,Burglary - Property,Burglary,57,196,"23,77,710.00","75,68,325.60"
District of Columbia,2009,Burglary - Property,Burglary,1091,3471,"5,79,49,954.80","16,47,72,798.30"
Texas,2009,Burglary - Property,Burglary,130,235,"49,23,495.60","1,54,16,207.40"
New Mexico,2009,Burglary - Property,Burglary,71,280,"28,39,785.60","2,95,55,796.60"
Nevada,2010,Burglary - Property,Burglary,35,68,"7,89,014.40","21,51,510.90"
Montana,2010,Burglary - Property,Burglary,4208,6907,"20,11,74,662.40","50,13,52,370.20"
Maryland,2010,Burglary - Property,Burglary,69,179,"60,77,094.00","1,47,65,565.10"
Delaware,2010,Burglary - Property,Burglary,322,2939,"66,64,894.80","3,96,28,288.70"
Florida,2010,Burglary - Property,Burglary,344,2921,"62,33,115.60","6,13,43,196.20"
Colorado,2010,Burglary - Property,Burglary,88,201,"34,90,272.00","1,52,64,912.30"
South Dakota,2010,Burglary - Property,Burglary,1214,3154,"2,63,35,392.00","11,84,00,753.90"
California,2010,Burglary - Property,Burglary,15,21,"10,37,962.80","17,19,747.70"
Hawaii,2010,Burglary - Property,Burglary,7,23,"7,30,200.00","53,52,699.00"
New York,2010,Burglary - Property,Burglary,443,1277,"1,19,51,496.00","20,62,43,358.20"
Idaho,2010,Burglary - Property,Burglary,64,292,"33,20,598.00","3,95,03,434.30"
Minnesota,2010,Burglary - Property,Burglary,1107,3273,"6,84,04,506.00","30,89,37,644.40"
Georgia,2010,Burglary - Property,Burglary,1471,3778,"5,56,44,972.00","18,25,53,451.30"
Kansas,2010,Burglary - Property,Burglary,134,632,"1,99,34,211.60","6,78,11,349.10"
Indiana,2010,Burglary - Property,Burglary,332,1177,"1,47,21,625.20","6,81,45,612.70"
South Carolina,2010,Burglary - Property,Burglary,235,1153,"61,72,206.00","3,35,91,917.70"
Michigan,2010,Burglary - Property,Burglary,2094,5150,"22,89,70,851.60","39,46,39,615.70"
Missouri,2010,Burglary - Property,Burglary,975,2098,"11,23,23,242.40","25,61,82,661.90"
Arizona,2010,Burglary - Property,Burglary,1,3,"15,600.00","27,500.00"
Alaska,2010,Burglary - Property,Burglary,3154,8412,"6,88,74,283.20","31,13,94,468.00"
Arkansas,2010,Burglary - Property,Burglary,4627,13365,"23,44,05,211.20","1,46,37,85,038.10"
Ohio,2010,Burglary - Property,Burglary,2,56,"15,192.00","54,92,137.20"
West Virginia,2010,Burglary - Property,Burglary,37,131,"6,75,118.80","49,64,516.70"
Utah,2010,Burglary - Property,Burglary,315,361,"35,31,018.00","76,53,676.80"
North Dakota,2010,Burglary - Property,Burglary,12,53,"2,77,620.00","1,13,85,664.40"
Louisiana,2010,Burglary - Property,Burglary,1218,2427,"2,45,83,242.00","17,65,05,024.30"
Pennsylvania,2010,Burglary - Property,Burglary,45,61,"22,26,088.80","39,53,263.60"
Oregon,2010,Burglary - Property,Burglary,1301,2261,"6,77,90,244.00","21,11,21,706.40"
Vermont,2010,Burglary - Property,Burglary,1543,3786,"12,55,80,813.60","24,51,60,500.20"
Guam,2010,Burglary - Property,Burglary,16,61,"3,08,628.00","61,96,894.00"
Wisconsin,2010,Burglary - Property,Burglary,3012,4008,"14,50,03,491.60","27,25,66,606.40"
Oklahoma,2010,Burglary - Property,Burglary,38,184,"11,70,816.00","57,11,435.40"
District of Columbia,2010,Burglary - Property,Burglary,1197,3462,"8,19,18,040.80","25,43,45,440.80"
Texas,2010,Burglary - Property,Burglary,138,250,"52,22,950.80","2,11,70,176.50"
New Mexico,2010,Burglary - Property,Burglary,117,330,"1,49,25,150.00","3,93,52,965.30"
Nevada,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,9,"96,000.00","13,49,663.70"
Montana,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,41,269,"39,61,774.80","4,96,41,090.40"
Maryland,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,4,35,"7,68,000.00","3,45,92,949.60"
Delaware,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,38,318,"23,66,802.00","2,01,11,191.10"
Florida,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,90,784,"16,09,093.20","85,57,870.20"
Colorado,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,18,22,"15,45,600.00","15,76,850.00"
South Dakota,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,53,125,"20,07,244.80","1,43,76,148.60"
California,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,10,11,"44,42,848.80","59,52,489.40"
Hawaii,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,2,4,"10,92,000.00","74,50,933.60"
New York,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,150,407,"1,10,86,422.00","19,56,19,988.30"
Idaho,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,7,17,"20,64,480.00","9,52,92,754.70"
Minnesota,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,570,1146,"4,94,62,212.00","29,60,05,217.20"
Georgia,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,419,451,"1,47,55,858.80","2,60,90,245.50"
Kansas,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,20,50,"67,21,632.00","1,15,33,426.30"
Indiana,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,11,70,"2,39,112.00","21,61,786.00"
South Carolina,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,30,130,"1,26,480.00","20,63,460.30"
Michigan,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,104,363,"1,34,80,503.60","8,82,13,373.60"
Missouri,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,44,237,"62,44,245.60","5,35,25,158.50"
Arizona,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,1,"4,200.00","3,850.00"
Alaska,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,260,409,"1,00,66,953.60","2,02,80,113.70"
Arkansas,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,719,1221,"28,08,07,272.00","96,39,36,140.20"
Ohio,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,28,#VALUE!,"91,63,761.20"
West Virginia,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,2,16,"19,584.00","5,76,785.00"
Utah,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,14,19,"13,64,574.00","30,71,026.20"
North Dakota,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,3,"2,160.00","3,31,980.00"
Louisiana,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,70,190,"18,09,910.80","3,16,24,932.90"
Pennsylvania,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,2,4,"49,477.20","1,62,212.60"
Oregon,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,371,313,"8,52,48,140.40","11,47,88,429.80"
Vermont,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,240,532,"42,17,823.60","47,95,254.20"
Guam,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,1,#VALUE!,"17,600.00"
Wisconsin,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,102,266,"85,47,483.60","10,73,87,316.30"
Oklahoma,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,3,3,"15,600.00","9,26,388.10"
District of Columbia,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,334,842,"2,72,84,130.00","7,40,74,488.40"
Texas,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,2,145,"31,200.00","3,90,44,265.70"
New Mexico,2001,Criminal Breach of Trust - Property,Criminal Breach of Trust,126,413,"1,05,96,106.80","2,83,93,536.60"
Nevada,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,3,#VALUE!,"6,79,024.50"
Montana,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,106,325,"77,55,573.60","7,38,57,942.40"
Maryland,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,10,20,"15,10,575.60","31,44,194.90"
Delaware,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,84,474,"23,11,453.20","1,67,80,975.20"
Florida,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,42,1032,"13,54,102.80","2,27,21,458.10"
Colorado,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,18,30,"8,12,095.20","11,45,260.60"
South Dakota,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,59,78,"14,13,378.00","6,49,55,888.80"
California,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,5,10,"20,69,580.00","71,81,812.00"
Hawaii,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,3,4,"7,83,355.20","20,91,714.90"
New York,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,144,377,"51,97,939.20","6,86,70,219.20"
Idaho,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,14,"1,21,020.00","59,49,529.30"
Minnesota,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,510,1010,"3,42,93,033.60","1,16,86,43,716.90"
Georgia,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,401,445,"1,83,66,362.40","2,97,13,433.20"
Kansas,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,11,57,"19,95,858.00","1,11,29,277.50"
Indiana,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,11,77,"5,30,215.20","14,07,074.90"
South Carolina,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,54,283,"15,31,824.00","64,89,904.30"
Michigan,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,143,334,"3,36,91,358.40","8,80,60,978.50"
Missouri,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,43,214,"48,00,378.00","12,57,45,467.10"
Arizona,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,268,431,"1,26,34,204.80","4,30,02,042.60"
Arkansas,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,659,1183,"77,84,35,335.60","5,61,20,90,138.60"
Ohio,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,24,"24,000.00","26,20,956.80"
West Virginia,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,2,7,"97,860.00","1,48,566.00"
Utah,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,8,22,"24,30,798.00","98,63,970.60"
North Dakota,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,4,9,"5,15,016.00","11,38,142.50"
Louisiana,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,66,172,"30,06,000.00","2,80,77,760.70"
Pennsylvania,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,9,"7,200.00","30,16,670.80"
Oregon,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,374,317,"14,00,93,748.00","22,27,60,908.70"
Vermont,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,228,326,"82,19,409.60","78,82,303.00"
Guam,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,1,"62,376.00","1,10,000.00"
Wisconsin,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,18,70,"30,99,428.40","4,66,60,274.10"
Oklahoma,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,10,#VALUE!,"17,63,212.00"
District of Columbia,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,77,223,"1,89,65,367.60","2,87,15,902.60"
Texas,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New Mexico,2002,Criminal Breach of Trust - Property,Criminal Breach of Trust,227,383,"83,89,400.40","3,66,49,654.80"
Nevada,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,3,"1,200.00","2,98,100.00"
Montana,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,44,252,"1,16,77,225.20","4,84,05,765.10"
Maryland,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,6,24,"4,96,288.80","52,10,052.10"
Delaware,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,121,519,"16,69,183.20","1,63,08,924.50"
Florida,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,27,932,"8,98,285.20","1,35,30,243.10"
Colorado,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,7,27,"6,72,000.00","19,94,093.20"
South Dakota,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,38,60,"9,00,310.80","2,09,91,048.10"
California,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,6,7,"14,59,033.20","48,79,095.10"
Hawaii,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,6,"6,36,000.00","15,04,380.90"
New York,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,170,366,"31,45,860.00","21,90,02,451.80"
Idaho,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,8,37,"26,26,986.00","5,64,12,805.90"
Minnesota,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,668,1313,"8,86,48,488.00","1,10,94,18,439.80"
Georgia,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,414,440,"7,68,36,876.00","9,63,59,014.40"
Kansas,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,13,37,"4,99,634.40","53,36,245.20"
Indiana,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,20,99,"2,94,913.20","3,40,236.60"
South Carolina,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,192,225,"1,06,18,176.00","1,37,19,851.20"
Michigan,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,138,372,"82,03,989.60","17,00,93,707.30"
Missouri,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,38,195,"1,76,65,879.20","20,81,66,530.00"
Arizona,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,245,334,"77,51,086.80","1,58,60,675.60"
Arkansas,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,734,1265,"12,50,67,528.00","85,25,36,598.10"
Ohio,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,14,#VALUE!,"21,18,166.60"
West Virginia,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,9,"60,000.00","3,95,47,905.10"
Utah,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,11,16,"4,77,885.60","5,56,915.70"
North Dakota,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,3,"1,20,000.00","5,32,558.40"
Louisiana,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,73,179,"19,87,398.00","1,19,26,472.80"
Pennsylvania,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,2,10,"2,72,347.20","28,10,760.70"
Oregon,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,332,292,"17,45,91,048.00","32,28,34,043.40"
Vermont,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,50,72,"33,24,000.00","33,69,161.40"
Guam,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,4,#VALUE!,"14,33,861.00"
Wisconsin,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,163,261,"1,31,72,275.20","4,85,89,742.30"
Oklahoma,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,3,"1,800.00","1,55,036.20"
District of Columbia,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,85,122,"2,47,30,440.00","3,78,51,367.40"
Texas,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New Mexico,2003,Criminal Breach of Trust - Property,Criminal Breach of Trust,192,321,"1,77,86,053.20","7,40,30,348.70"
Nevada,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Montana,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,51,300,"88,56,794.40","13,05,08,671.70"
Maryland,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,22,"8,400.00","30,64,734.20"
Delaware,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,84,498,"36,48,914.40","3,95,93,438.50"
Florida,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,31,1442,"13,79,839.20","2,20,71,618.80"
Colorado,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,9,20,"1,04,71,022.40","1,13,40,947.20"
South Dakota,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,42,71,"6,42,444.00","63,21,410.70"
California,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,8,10,"62,19,438.00","66,68,06,643.80"
Hawaii,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,3,"60,000.00","5,29,540.00"
New York,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,185,378,"1,14,67,800.00","12,00,91,904.90"
Idaho,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,7,29,"18,66,864.00","1,21,12,029.60"
Minnesota,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,620,1206,"3,15,11,839.20","1,91,10,79,512.10"
Georgia,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,339,396,"3,66,58,851.60","5,47,59,569.70"
Kansas,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,18,71,"4,14,928.80","2,57,11,764.10"
Indiana,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,24,89,"15,51,618.00","18,04,478.50"
South Carolina,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,54,283,"15,31,824.00","64,89,904.30"
Michigan,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,148,301,"4,55,53,459.20","13,16,52,016.10"
Missouri,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,63,201,"1,91,85,442.80","6,19,81,212.70"
Arizona,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,294,360,"95,37,636.00","2,79,89,865.20"
Arkansas,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,682,1165,"10,42,94,348.40","1,51,18,37,637.20"
Ohio,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,1,21,"1,54,822.80","2,10,86,645.80"
West Virginia,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,2,20,"32,196.00","43,88,936.20"
Utah,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,#VALUE!,#VALUE!,#VALUE!
North Dakota,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,4,9,"2,35,680.00","35,75,594.00"
Louisiana,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,95,212,"36,86,419.20","2,08,44,943.90"
Pennsylvania,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,6,#VALUE!,"22,78,494.90"
Oregon,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,307,264,"26,55,90,482.40","83,22,71,913.00"
Vermont,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,38,47,"24,76,800.00","25,44,778.50"
Guam,2004,Criminal Breach of Trust - Property,Criminal Breach of Trust,#VALUE!,3,#VALUE!,"32,71,648.60"
